date,serial_number,model,capacity_bytes,failure,reallocated-sectors-count-normal,reallocated-sectors-count-raw,power-on-hours-normal,power-on-hours-raw,power-cycle-count-normal,power-cycle-count-raw,reported-uncorrectable-errors-normal,reported-uncorrectable-errors-raw,temperature-difference-normal,temperature-difference-raw,hardware-ecc-recovered-normal,hardware-ecc-recovered-raw,ultradma-crc-error-count-normal,ultradma-crc-error-count-raw,total-lbas-written-normal,total-lbas-written-raw,total-lbas-read-normal,total-lbas-read-raw
2021-04-01,Y8S0A03DF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,70,12220,100,3,,,,,,,200,0,,,,
2021-04-29,ZHZ4NJ98,ST12000NM0008,1.2E+13,1,83,13808,86,12524,100,4,99,1,68,32,1,60044016,200,0,100,60587656264,100,1.68E+11
2021-06-05,ZHZ5ZBSZ,ST12000NM0008,1.20001E+13,1,100,0,88,10547,100,1,78,22,68,32,1,124857888,200,0,100,62507152960,100,1.41964E+11
2021-04-01,ZHZ3CK6J,ST14000NM0138,1.40005E+13,0,100,0,97,3205,100,17,100,0,69,31,1,210959976,200,0,100,37202078755,100,30881506693
2021-04-01,5080A07JF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,88,4900,100,1,,,,,,,200,0,,,,
2021-04-01,40P0A167F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,83,6904,100,3,,,,,,,200,0,,,,
2021-04-01,ZLW18MPN,ST14000NM001G,1.40005E+13,0,100,0,95,4539,100,3,100,0,60,40,,,200,0,100,49123176064,100,76891153690
2021-05-24,ZA11MWKQ,ST8000DM002,8.00156E+12,1,100,24,52,42409,100,8,100,0,68,32,20,62927624,200,0,100,88912116272,100,2.87482E+11
2021-06-28,97JPT4KRT,TOSHIBA MQ01ABF050M,5.00108E+11,1,100,0,35,26156,100,11,,,,,,,200,0,,,,
2021-04-23,Y76BK0P4FZ1D,TOSHIBA HDWF180,8E+12,1,100,0,32,27253,100,7,,,,,,,200,0,,,,
2021-04-01,Z3059SMH,ST4000DM000,4.00079E+12,0,100,0,48,46406,100,19,100,0,80,20,,,200,0,100,59074813592,100,2.887E+11
2021-04-01,ZLW18E4M,ST14000NM001G,1.40005E+13,0,100,0,96,4057,100,6,100,0,66,34,,,200,0,100,40564677392,100,74216855138
2021-04-01,ZLW18MPH,ST14000NM001G,1.40005E+13,0,100,0,97,3330,100,3,100,0,73,27,,,200,0,100,41960803336,100,62390394948
2021-04-01,Z3029F7M,ST4000DM000,4.00079E+12,0,100,0,41,52192,100,9,100,0,80,20,,,200,0,100,68737644344,100,2.59893E+11
2021-06-04,11W0A033F97G,TOSHIBA MG07ACA14TA,1.40005E+13,1,100,0,97,1368,100,2,,,,,,,200,0,,,,
2021-04-01,20H0A1JXF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,87,5482,100,41,,,,,,,200,0,,,,
2021-06-17,70K0A0RWF97G,TOSHIBA MG07ACA14TA,1.40005E+13,1,100,0,92,3509,100,2,,,,,,,200,0,,,,
2021-04-01,X0GEHL4C,WDC WUH721414ALE6L4,1.40005E+13,0,100,0,100,4003,100,2,,,,,,,100,0,,,,
2021-04-01,Z305APCP,ST4000DM000,4.00079E+12,0,100,0,48,46412,100,14,100,0,77,23,,,200,0,100,58322262488,100,2.86073E+11
2021-04-01,W300SP1H,ST4000DM000,4.00079E+12,0,100,0,42,51582,100,4,100,0,79,21,,,200,0,100,54798683536,100,2.31882E+11
2021-04-01,PL2331LAHDEUMJ,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,95,35467,100,10,,,,,,,200,0,,,,
2021-04-01,78C0A03KF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,46,21873,100,8,,,,,,,200,0,,,,
2021-04-01,ZA13YG9R,ST8000DM002,8.00156E+12,0,100,0,57,38021,100,5,100,0,78,22,1,234682808,200,0,100,82546016504,100,2.58408E+11
2021-05-25,5PJUL22E,HGST HUH721212ALN604,1.20001E+13,1,100,0,100,490,100,8,,,,,,,200,0,,,,
2021-06-26,AAG7LTGH,HGST HUH721212ALN604,1.20001E+13,1,100,0,98,19877,100,3,,,,,,,200,0,,,,
2021-04-01,Z304KR3R,ST4000DM000,4.00079E+12,0,100,0,46,48042,100,12,100,0,80,20,,,200,0,100,64630943080,100,2.59611E+11
2021-06-28,175PP3JDT,TOSHIBA MQ01ABF050M,5.00108E+11,1,100,0,7,37571,100,8,,,,,,,200,0,,,,
2021-04-01,Z305B6S9,ST4000DM000,4.00079E+12,0,100,0,48,45708,100,7,100,0,78,22,,,200,0,100,58006349016,100,2.81182E+11
2021-04-03,ZA10CBP7,ST8000DM002,8E+12,1,100,16,52,42584,100,10,100,0,77,23,15,86965072,200,0,100,77363753240,100,2.69E+11
2021-04-12,Z7OVTDBUT,TOSHIBA MQ01ABF050M,5E+11,1,100,0,53,19150,100,11,,,,,,,200,0,,,,
2021-06-24,ZA1B1N5H,ST8000NM0055,8.00156E+12,1,100,4,86,12667,100,3,100,0,66,34,83,200485752,200,0,100,33393799560,100,1.20055E+11
2021-06-09,Z305G2SM,ST4000DM000,4.00079E+12,1,100,440,47,46671,100,14,48,52,64,36,,,200,0,100,56413663000,100,2.78448E+11
2021-04-01,Z304KR3Y,ST4000DM000,4.00079E+12,0,100,0,46,48046,100,15,100,0,72,28,,,200,0,100,63439042872,100,2.87322E+11
2021-04-01,10H0A00PF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,77,9530,100,1,,,,,,,200,0,,,,
2021-04-05,57GGPD9ET,TOSHIBA MQ01ABF050,5E+11,1,100,0,37,25388,100,9,,,,,,,200,0,,,,
2021-04-01,40X0A0VZF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,85,6292,100,8,,,,,,,200,0,,,,
2021-04-01,Z4D05VN5,ST6000DX000,6.00118E+12,0,100,0,40,52634,100,16,100,0,81,19,66,54304047,200,0,100,79391072552,100,3.03975E+11
2021-04-01,ZHZ65EQS,ST12000NM0008,1.20001E+13,0,100,0,91,8384,100,2,100,0,68,32,1,64875352,200,0,100,60275653856,100,1.15571E+11
2021-06-18,Z7OVTDBPT,TOSHIBA MQ01ABF050M,5.00108E+11,1,100,0,49,20477,100,16,,,,,,,200,0,,,,
2021-04-01,88R0A0D2F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,75,10196,100,2,,,,,,,200,0,,,,
2021-04-01,ZA13PEPY,ST8000DM002,8.00156E+12,0,100,0,59,36767,100,4,100,0,64,36,1,70663152,200,0,100,79338398224,100,3.11457E+11
2021-04-01,X8V0A026F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,70,12213,100,3,,,,,,,200,0,,,,
2021-06-17,176IP6OQT,TOSHIBA MQ01ABF050M,5.00108E+11,1,100,0,12,35409,100,12,,,,,,,200,0,,,,
2021-04-09,Z302SXPW,ST4000DM000,4E+12,1,99,1120,45,48607,100,23,2,98,74,26,,,200,0,100,64304929720,100,2.77E+11
2021-04-22,ZDEE0HYZ,ST500LM030,5E+11,1,100,0,79,18975,100,19,100,0,65,35,,,200,0,100,55405665648,100,37141460009
2021-06-03,ZA13E4ZJ,ST8000NM0055,8.00156E+12,1,100,2272,58,36837,100,17,74,26,71,29,83,212241744,200,0,100,76464996712,100,2.81315E+11
2021-05-17,ZA17ZVP4,ST8000NM0055,8.00156E+12,1,82,7088,63,33216,100,11,62,38,56,44,82,157917312,200,0,100,69637530768,100,3.00852E+11
2021-04-01,ZA135ZMG,ST8000DM002,8.00156E+12,0,100,0,55,39464,100,3,100,0,63,37,1,120160168,200,0,100,84764841792,100,2.81943E+11
2021-04-01,ZL00522N,ST12000NM0008,1.20001E+13,0,100,0,91,8600,100,1,100,0,79,21,1,44214496,200,0,100,55765723160,100,1.03459E+11
2021-04-17,ZA1814FC,ST8000NM0055,8E+12,1,94,25512,64,32322,100,17,62,38,65,35,83,186471232,200,0,100,69848420008,100,2.72E+11
2021-05-15,ZHZ3R846,ST12000NM0008,1.20001E+13,1,100,0,85,13621,100,1,100,0,73,27,1,33722120,200,0,100,66538988776,100,2.21582E+11
2021-05-12,Z302SQH3,ST4000DM000,4.00079E+12,1,100,0,43,50113,100,9,90,10,78,22,,,200,0,100,65729594648,100,3.81655E+11
2021-04-01,ZA1814JQ,ST8000NM0055,8.00156E+12,0,100,0,64,31934,100,17,100,0,74,26,78,58560136,200,0,100,69421712312,100,2.59867E+11
2021-04-01,Z820A01CF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,70,12226,100,5,,,,,,,200,0,,,,
2021-04-01,70D0A01CF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,90,4216,100,3,,,,,,,200,0,,,,
2021-04-01,ZA180FSX,ST8000NM0055,8.00156E+12,0,100,2,65,31453,100,12,100,0,60,40,72,15368312,200,0,100,66182541048,100,3.15719E+11
2021-04-01,1170A00YF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,99,799,100,1,,,,,,,200,0,,,,
2021-04-01,Y8U0A04QF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,70,12215,100,5,,,,,,,200,0,,,,
2021-04-16,ZLW18TKM,ST14000NM001G,1.4E+13,1,100,64,94,5443,100,1,80,20,70,30,,,200,0,100,50811762080,100,89493617710
2021-05-17,ZHZ4XS86,ST12000NM0008,1.20001E+13,1,100,768,86,12282,100,7,46,54,59,41,1,16779128,200,0,100,59406548440,100,1.57164E+11
2021-06-10,ZHZ3CBB3,ST14000NM0138,1.40005E+13,1,100,0,98,2582,100,22,6,94,76,24,2,242617666,200,0,100,39854347879,100,63660345011
2021-06-11,3080A040F97G,TOSHIBA MG07ACA14TA,1.40005E+13,1,100,0,94,2679,100,3,,,,,,,200,0,,,,
2021-04-01,Z305DVK2,ST4000DM000,4.00079E+12,0,100,0,49,45068,100,9,100,0,67,33,,,200,0,100,57281370928,100,2.93294E+11
2021-06-29,ZLW15TFW,ST14000NM001G,1.40005E+13,1,100,8,94,5468,100,5,100,0,75,25,,,200,0,100,54763906448,100,98243866390
2021-04-01,PL1331LAGTUTMH,HGST HMS5C4040ALE640,4.00079E+12,0,100,0,93,50881,100,15,,,,,,,200,0,,,,
2021-04-01,ZCH0D2KY,ST12000NM0007,1.20001E+13,0,100,0,68,28240,100,6,100,0,79,21,82,169228024,200,0,100,69439892808,100,3.03777E+11
2021-04-01,ZA10XG4C,ST8000DM002,8.00156E+12,0,100,0,53,41885,100,7,100,0,65,35,1,227959536,200,0,100,91968880856,100,3.10099E+11
2021-04-01,ZJV05WN8,ST12000NM0007,1.20001E+13,0,100,0,71,26080,100,7,100,0,72,28,83,184318784,200,0,100,56932588376,100,2.51602E+11
2021-06-05,ZJV0WF1L,ST12000NM0007,1.20001E+13,1,1,65528,75,22043,100,48,1,153,72,28,81,116444840,200,0,100,54703084776,100,2.18607E+11
2021-06-02,ZA17ZNMM,ST8000NM0055,8.00156E+12,1,100,64,63,32945,100,10,94,6,58,42,81,113824024,200,0,100,68039323720,100,2.93717E+11
2021-04-07,X890A005F97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,69,12430,100,10,,,,,,,200,0,,,,
2021-04-05,ZCH0A37X,ST12000NM0007,1.2E+13,1,61,23064,68,28109,100,5,1,458,72,28,83,186457488,200,0,100,62995043936,100,2.52E+11
2021-04-25,ZLW15TFM,ST14000NM001G,1.4E+13,1,100,48,95,5114,100,3,100,0,75,25,,,200,0,100,52418101920,100,85068820848
2021-04-26,ZDEB1E6P,ST500LM030,5E+11,1,86,1438,74,23401,100,11,1,38305,67,33,,,200,29,100,59720644320,100,27648911055
2021-04-01,ZLW0EG0P,ST12000NM001G,1.20001E+13,0,100,0,93,6578,100,2,100,0,71,29,,,200,0,100,48664868688,100,94775137610
2021-06-15,ZA139G2B,ST8000NM0055,8.00156E+12,1,100,32,60,35385,100,7,100,0,78,22,22,204344280,200,0,100,76586578720,100,2.78291E+11
2021-04-01,D5G0TE7L,HGST HUH721212ALE600,1.20001E+13,0,100,0,99,8260,100,16,,,,,,,200,0,100,91475282524,100,1.56145E+11
2021-04-01,2AGHMV0Y,HGST HUH721212ALN604,1.20001E+13,0,100,0,98,16275,100,1,,,,,,,200,0,,,,
2021-04-01,11K0A06WF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,99,795,100,1,,,,,,,200,0,,,,
2021-04-01,PL1331LAHBXANH,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,94,42051,100,5,,,,,,,200,0,,,,
2021-04-01,ZJV11Y2N,ST12000NM0007,1.20001E+13,0,100,0,76,21547,100,14,100,0,78,22,80,94776760,200,0,100,46837548712,100,2.00328E+11
2021-04-05,ZJV46YE5,ST12000NM0007,1.2E+13,1,100,0,85,13535,100,16,100,0,68,32,81,139093704,200,0,100,67735022816,100,1.96E+11
2021-06-03,66HLS2PLS,TOSHIBA MQ01ABF050,5.00108E+11,1,100,0,8,36823,100,20,,,,,,,200,0,,,,
2021-04-01,ZA21FBSJ,ST10000NM0086,1.00008E+13,0,100,0,65,30989,100,7,100,0,74,26,80,99181880,200,0,100,85027466088,100,2.69222E+11
2021-04-01,ZA11Q03H,ST8000DM002,8.00156E+12,0,100,0,55,39458,100,3,100,0,66,34,1,110406472,200,0,100,85710329144,100,2.54415E+11
2021-04-01,ZJV0NSTB,ST12000NM0007,1.20001E+13,0,100,0,85,14008,100,9,100,0,72,28,81,133086512,200,0,100,76286544256,100,1.45077E+11
2021-04-01,S301K4ZA,ST4000DM000,4.00079E+12,0,100,0,46,47526,100,37,97,3,75,25,,,200,0,100,62366692888,100,2.5965E+11
2021-06-05,Z304JH1S,ST4000DM000,4.00079E+12,1,94,8264,44,49657,100,14,1,117,81,19,,,200,0,100,58241167424,100,3.47021E+11
2021-04-01,AAG6A02H,HGST HUH721212ALN604,1.20001E+13,0,100,0,98,19996,100,2,,,,,,,200,0,,,,
2021-06-07,2AGMNNWY,HGST HUH721212ALN604,1.20001E+13,1,100,0,98,18121,100,3,,,,,,,200,0,,,,
2021-04-01,Z304JXY3,ST4000DM000,4.00079E+12,0,100,0,46,48041,100,13,100,0,67,33,,,200,0,100,63573699376,100,2.77891E+11
2021-04-15,ZHZ3C5TK,ST14000NM0138,1.4E+13,1,100,64,97,2846,100,23,1,321,71,29,3,14433776,200,0,100,36856832925,100,48363714485
2021-04-01,5PHKUVPD,HGST HUH721212ALE604,1.20001E+13,0,100,0,100,1233,100,5,,,,,,,200,0,,,,
2021-04-28,Z305B6V4,ST4000DM000,4E+12,1,100,0,48,46356,100,10,100,0,73,27,,,200,0,100,58073698720,100,2.79E+11
2021-05-15,ZHZ3RCPD,ST12000NM0008,1.20001E+13,1,100,0,85,14011,100,1,100,0,62,38,1,74571000,200,0,100,69245606864,100,2.07441E+11
2021-06-05,Z304XR03,ST4000DM000,4.00079E+12,1,100,0,47,46624,100,21,100,0,70,30,,,200,0,100,57023201984,100,3.1793E+11
2021-04-01,ZHZ6C02A,ST12000NM0008,1.20001E+13,0,100,0,91,8593,100,3,100,0,69,31,1,96564248,200,0,100,55857711640,100,1.00245E+11
2021-06-19,ZA1395VB,ST8000NM0055,8.00156E+12,1,86,56633,60,35479,100,3,1,141,66,34,20,73190896,200,0,100,76665931560,100,3.19508E+11
2021-04-17,ZHZ3C64K,ST14000NM0138,1.4E+13,1,100,8,96,3731,100,20,1,212,61,39,3,30973128,200,0,100,39882436979,100,42913348668
2021-06-23,ZA13W5P7,ST8000DM002,8.00156E+12,1,96,17008,56,38781,100,19,14,86,52,48,24,19116312,200,0,100,81150019704,100,3.01243E+11
2021-04-29,ZHZ456AD,ST12000NM0008,1.2E+13,1,100,2680,85,13223,100,2,90,10,73,27,1,221183504,200,0,100,67771693912,100,1.32E+11
2021-06-19,PL2331LAHB10BJ,HGST HMS5C4040BLE640,4.00079E+12,1,100,127,95,37372,100,11,,,,,,,200,0,,,,
2021-04-01,PL2331LAHDTGGJ,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,95,35478,100,11,,,,,,,200,0,,,,
2021-06-11,ZHZ3HZ6B,ST12000NM0008,1.20001E+13,1,100,0,85,13555,100,7,100,0,66,34,1,44352640,200,0,100,62683992192,100,1.97127E+11
2021-06-28,S301GPK5,ST4000DM000,4.00079E+12,1,100,0,43,50540,100,20,100,0,78,22,,,200,0,100,65594526088,100,3.01334E+11
2021-04-02,X880A094F97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,70,12338,100,9,,,,,,,200,0,,,,
2021-04-16,ZL230W3Z,ST16000NM001G,1.6E+13,1,100,0,99,879,100,1,100,0,71,29,,,200,0,100,10115124720,100,9170143148
2021-04-30,ZA148GCH,ST8000NM0055,8E+12,1,28,24648,59,36033,100,5,1,483,60,40,82,143533408,200,0,100,74937268584,100,3.05E+11
2021-04-01,ZA18CDW5,ST8000NM0055,8.00156E+12,0,100,0,65,31354,100,39,100,0,76,24,84,226572552,200,0,100,68383886560,100,2.40998E+11
2021-04-14,ZS5064WT,ST10000NM001G,1E+13,1,100,0,100,174,100,1,100,0,71,29,,,200,0,100,19851756664,100,1076975858
2021-06-18,20H0A1KKF97G,TOSHIBA MG07ACA14TA,1.40005E+13,1,100,1,89,4736,100,2,,,,,,,200,0,,,,
2021-04-01,ZLW0GQ82,ST12000NM001G,1.20001E+13,0,100,0,100,303,100,6,100,0,71,29,,,200,0,100,23439720976,100,1987070277
2021-04-14,Z305JN08,ST4000DM000,4E+12,1,100,0,49,45027,100,6,97,3,62,38,,,200,0,100,52296600856,100,2.72E+11
2021-04-27,8DKLR9JH,HGST HUH721212ALE604,1.2E+13,1,100,0,100,5975,100,2,,,,,,,200,0,,,,
2021-06-14,AAG354SH,HGST HUH721212ALN604,1.20001E+13,1,100,0,98,20259,100,12,,,,,,,200,0,,,,
2021-05-17,S2ZYJ9DG701035,ST500LM012 HN,5.00108E+11,1,252,0,100,29822,100,10,,,,,100,0,200,0,,,,
2021-04-01,ZHZ50R4Z,ST12000NM0008,1.20001E+13,0,100,0,88,10887,100,4,100,0,61,39,1,19728320,200,0,100,59395846168,100,99803785270
2021-04-08,S301KR2Q,ST4000DM000,4E+12,1,100,24,45,48222,100,26,1,296,79,21,,,200,0,100,62006003184,100,3.32E+11
2021-04-25,Y5HXHVPC,WDC WUH721414ALE6L4,1.4E+13,1,100,0,100,1761,100,6,,,,,,,100,0,,,,
2021-04-01,ZA10RYBZ,ST8000DM002,8.00156E+12,0,100,0,54,41133,100,8,100,0,51,49,1,235688896,200,0,100,87462024984,100,2.7654E+11
2021-06-03,ZA140XN1,ST8000NM0055,8.00156E+12,1,100,992,88,11050,100,5,99,1,56,44,76,37922512,200,0,100,27186758144,100,1.17927E+11
2021-04-14,ZLW17S28,ST14000NM001G,1.4E+13,1,100,0,96,3645,100,4,100,0,74,26,,,200,0,100,44301053320,100,74497356784
2021-06-25,S2ZYJ9DFA03938,ST500LM012 HN,5.00108E+11,1,252,0,100,40278,100,11,,,,,100,0,200,0,,,,
2021-06-14,ZHZ4VJEB,ST12000NM0008,1.20001E+13,1,100,96,88,10779,100,3,84,16,74,26,4,233437344,200,0,100,63272450616,100,1.69139E+11
2021-04-01,X1G9386L,WDC WUH721414ALE6L4,1.40005E+13,0,100,0,100,2741,100,1,,,,,,,100,0,,,,
2021-04-01,176FT02UT,TOSHIBA MQ01ABF050M,5E+11,1,100,0,17,33215,100,10,,,,,,,200,0,,,,
2021-06-25,ZL23X2FJ,ST16000NM001G,1.60009E+13,1,100,0,98,2555,100,1,100,0,72,28,,,200,0,100,33154638064,100,34712420884
2021-04-01,ZHZ661NH,ST12000NM0008,1.20001E+13,0,100,0,91,8254,100,1,100,0,67,33,2,202264360,200,0,100,55603457408,100,1.18916E+11
2021-06-04,ZA14EN8V,ST8000NM0055,8.00156E+12,1,98,8728,58,36867,100,7,69,31,62,38,81,130618184,200,0,100,76526787288,100,3.1219E+11
2021-04-01,ZLW0C6ZE,ST12000NM001G,1.20001E+13,0,100,0,92,7227,100,3,100,0,71,29,,,200,0,100,53506776136,100,90300824018
2021-04-01,ZHZ661N8,ST12000NM0008,1.20001E+13,0,100,0,91,8252,100,1,100,0,65,35,3,224854112,200,0,100,55175500440,100,1.23761E+11
2021-05-23,Z304L9MM,ST4000DM000,4.00079E+12,1,100,0,46,48080,100,15,56,44,81,19,,,200,0,100,47984804808,100,3.42097E+11
2021-04-01,ZJV3BFPT,ST12000NM0007,1.2E+13,1,99,4368,85,13437,100,11,88,12,65,35,80,89640480,200,0,100,68917875376,100,1.85E+11
2021-04-01,ZA16YHNH,ST8000NM0055,8.00156E+12,0,100,0,61,34377,100,12,100,0,66,34,76,41234120,200,0,100,74728829456,100,2.49437E+11
2021-04-01,1080A0XBF9RG,TOSHIBA MG07ACA14TEY,1.40005E+13,0,100,0,94,2757,100,29,,,,,,,200,0,100,36304360262,100,29987171845
2021-04-01,40P0A0D5F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,88,4891,100,5,,,,,,,200,0,,,,
2021-04-01,ZA10KZ0A,ST8000DM002,8.00156E+12,0,100,0,53,41889,100,6,100,0,79,21,1,90582648,200,0,100,90171895592,100,2.83498E+11
2021-04-01,8DJA6PHH,HGST HUH721212ALE604,1.20001E+13,0,100,0,100,961,100,2,,,,,,,200,0,,,,
2021-04-01,ZLW0GQ8Y,ST12000NM001G,1.20001E+13,0,100,0,93,6909,100,1,100,0,73,27,,,200,0,100,54860970856,100,1.13224E+11
2021-04-06,10K0A0LXF97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,76,9650,100,3,,,,,,,200,0,,,,
2021-04-01,S2ZYJ9DG701035,ST500LM012 HN,5.00108E+11,0,252,0,100,28728,100,10,,,,,100,0,200,0,,,,
2021-04-08,Z302SYT1,ST4000DM000,4E+12,1,100,0,44,49063,100,10,100,0,74,26,,,200,0,100,63329651576,100,2.64E+11
2021-04-01,ZHZ3CXRW,ST14000NM0138,1.40005E+13,0,100,0,97,3208,100,18,100,0,65,35,1,69294952,200,0,100,36881595683,100,32280552804
2021-06-21,7QT01DJG,Seagate BarraCuda 120 SSD ZA250CM10003,2.50059E+11,1,100,0,100,111,100,48,,,,,,,,,100,599,100,3528
2021-04-01,ZHZ3KMX4,ST14000NM0138,1.4E+13,1,100,0,98,2509,100,17,100,0,74,26,4,17307888,200,0,100,34246734355,100,29736752075
2021-04-01,8CGDNTRH,HGST HUH721212ALE600,1.20001E+13,0,100,0,98,18656,100,18,,,,,,,200,0,100,72029818882,100,1.29054E+11
2021-06-09,ZA11JA3J,ST8000DM002,8.00156E+12,1,100,57,51,43536,100,10,97,3,70,30,15,119177064,200,0,100,93412854808,100,2.95386E+11
2021-04-01,ZLW0GQTH,ST12000NM001G,1.20001E+13,0,100,0,93,6910,100,2,100,0,74,26,,,200,0,100,53830719632,100,98773214110
2021-06-15,87DFWOG5T,TOSHIBA MQ01ABF050,5.00108E+11,1,100,0,28,29138,100,10,,,,,,,200,0,,,,
2021-04-23,ZDEB33GD,ST500LM030,5E+11,1,100,0,76,21215,100,16,100,0,73,27,,,200,0,100,53257399584,100,24526130669
2021-04-22,ZL005BE9,ST12000NM0008,1.2E+13,1,92,31656,92,7614,100,5,1,201,77,23,1,80815576,200,0,100,23573910136,100,85641390415
2021-06-03,S301G67C,ST4000DM000,4.00079E+12,1,100,0,43,49965,100,18,87,13,79,21,,,200,0,100,63652941408,100,3.05067E+11
2021-06-12,S300VKL9,ST4000DM000,4.00079E+12,1,100,0,42,51453,100,7,85,15,67,33,,,200,0,100,62937371136,100,3.43448E+11
2021-04-06,ZCH07DVT,ST12000NM0007,1.2E+13,1,81,12736,79,18768,100,17,1,244,72,28,83,202950816,200,0,100,39309122504,100,2.04E+11
2021-04-01,PL2331LAH440XJ,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,94,43805,100,4,,,,,,,200,0,,,,
2021-06-11,5080A0NTF97G,TOSHIBA MG07ACA14TA,1.40005E+13,1,100,0,84,6592,100,3,,,,,,,200,0,,,,
2021-04-01,AAG6VL7H,HGST HUH721212ALN604,1.20001E+13,0,100,0,98,19998,100,2,,,,,,,200,0,,,,
2021-04-01,ZA171SXF,ST8000NM0055,8.00156E+12,0,100,0,61,34364,100,41,100,0,60,40,77,53342440,200,0,100,75034817792,100,2.46633E+11
2021-04-22,Z304KR47,ST4000DM000,4E+12,1,100,16,45,48577,100,14,77,23,79,21,,,200,0,100,61641573744,100,3.52E+11
2021-06-18,S300WD0C,ST4000DM000,4.00079E+12,1,100,0,42,51595,100,8,100,0,68,32,,,200,0,100,64050441656,100,3.70331E+11
2021-04-01,Y5HM1AVC,WDC WUH721414ALE6L4,1.40005E+13,0,100,0,100,1181,100,1,,,,,,,100,0,,,,
2021-04-01,10K0A0DSF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,77,9524,100,1,,,,,,,200,0,,,,
2021-05-17,Z302SXMK,ST4000DM000,4.00079E+12,1,100,32,43,50274,100,10,62,38,72,28,,,200,0,100,66639352032,100,2.86742E+11
2021-04-02,ZL22ZX3X,ST16000NM001G,1.6E+13,1,100,0,99,1649,100,1,100,0,72,28,,,200,0,100,5330537288,100,4166265034
2021-05-01,Z304JPST,ST4000DM000,4.00079E+12,1,100,0,45,48768,100,12,100,0,80,20,,,200,0,100,63726393808,100,2.71827E+11
2021-04-01,ZCH0A3ZW,ST12000NM0007,1.20001E+13,0,100,0,68,28228,100,6,100,0,73,27,77,54003904,200,0,100,63785430368,100,2.79042E+11
2021-04-01,7060A0X6FV8G,TOSHIBA MG08ACA16TEY,1.60009E+13,0,100,0,95,2327,100,59,,,,,,,200,0,100,40817905950,100,90822207479
2021-04-08,ZA13Z8E2,ST8000DM002,8E+12,1,100,0,58,36952,100,12,100,0,70,30,1,92431736,200,0,100,78113010208,100,3.04E+11
2021-04-01,X8F0A084F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,70,12306,100,5,,,,,,,200,0,,,,
2021-04-01,57GGPD9VT,TOSHIBA MQ01ABF050,5E+11,1,100,0,30,28218,100,24,,,,,,,200,0,,,,
2021-06-26,AAG6UU6H,HGST HUH721212ALN604,1.20001E+13,1,100,0,98,18192,100,34,,,,,,,200,0,,,,
2021-04-01,PL2331LAHBADVJ,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,95,36096,100,11,,,,,,,200,0,,,,
2021-06-26,ZA21A5JL,ST10000NM0086,1.00008E+13,1,99,4446,63,33044,100,13,53,47,70,30,77,53269752,200,0,100,87883981944,100,2.81759E+11
2021-04-26,70J0A04BF97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,94,2580,100,3,,,,,,,200,0,,,,
2021-04-01,ZLW0EGSL,ST12000NM001G,1.20001E+13,0,100,0,93,6582,100,2,100,0,63,37,,,200,0,100,48753886760,100,89233891426
2021-04-01,X1G7YBYL,WDC WUH721414ALE6L4,1.40005E+13,0,100,0,100,3716,100,2,,,,,,,100,0,,,,
2021-04-01,ZCH0798A,ST12000NM0007,1.20001E+13,0,100,104,67,29048,100,10,100,0,80,20,82,173496608,200,0,100,73538373664,100,2.39135E+11
2021-04-01,Z3058QFX,ST4000DM000,4.00079E+12,0,100,0,48,45697,100,8,100,0,79,21,,,200,0,100,57323987000,100,2.89295E+11
2021-04-01,PL2331LAH3W3TJ,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,94,43802,100,4,,,,,,,200,0,,,,
2021-04-01,ZA21670W,ST10000NM0086,1.00008E+13,0,100,0,65,30990,100,9,100,0,72,28,76,39579368,200,0,100,84211862888,100,2.86077E+11
2021-04-25,QGK9LA0T,WDC WUH721414ALE6L4,1.4E+13,1,100,0,100,3311,100,2,,,,,,,100,0,,,,
