date,serial_number,model,capacity_bytes,failure,reallocated-sectors-count-normal,reallocated-sectors-count-raw,power-on-hours-normal,power-on-hours-raw,power-cycle-count-normal,power-cycle-count-raw,reported-uncorrectable-errors-normal,reported-uncorrectable-errors-raw,temperature-difference-normal,temperature-difference-raw,hardware-ecc-recovered-normal,hardware-ecc-recovered-raw,ultradma-crc-error-count-normal,ultradma-crc-error-count-raw,total-lbas-written-normal,total-lbas-written-raw,total-lbas-read-normal,total-lbas-read-raw
2021-04-20,ZL20HLKS,ST16000NM001G,1.6E+13,1,100,0,99,971,100,1,100,0,74,26,,,200,0,100,11853704080,100,11126328468
2021-05-06,40M0A0C6F97G,TOSHIBA MG07ACA14TA,1.40005E+13,1,100,0,99,527,100,2,,,,,,,200,0,,,,
2021-04-01,ZLW17SA0,ST14000NM001G,1.40005E+13,0,100,0,95,4653,100,1,100,0,71,29,,,200,0,100,47335518720,100,89017078238
2021-04-08,Z305FBSE,ST4000DM000,4E+12,1,100,0,50,44399,100,5,100,0,69,31,,,200,0,100,55449682800,100,2.71E+11
2021-04-01,S2ZYJ9AFA09516,ST500LM012 HN,5E+11,1,252,0,100,48719,100,38,,,,,100,0,200,0,,,,
2021-04-01,7010A09FF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,88,4837,100,3,,,,,,,200,0,,,,
2021-04-01,PL2331LAHDK1UJ,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,95,36771,100,13,,,,,,,200,0,,,,
2021-04-01,2AGGJB6Y,HGST HUH721212ALN604,1.20001E+13,0,100,0,98,17119,100,5,,,,,,,200,0,,,,
2021-04-05,ZA12ASN7,ST8000NM0055,8E+12,1,100,40,62,33673,100,7,97,3,63,37,23,188293656,200,0,100,73323851472,100,2.56E+11
2021-04-03,Z7OVTDBTT,TOSHIBA MQ01ABF050M,5E+11,1,100,0,58,17016,100,17,,,,,,,200,6,,,,
2021-04-28,Z7OVTDC0T,TOSHIBA MQ01ABF050M,5E+11,1,100,0,59,16430,100,22,,,,,,,200,0,,,,
2021-04-01,ZA12WYY2,ST8000NM0055,8.00156E+12,0,100,0,57,38024,100,8,100,0,67,33,1,206965360,200,0,100,83709181872,100,2.99082E+11
2021-04-17,ZA180QHB,ST8000NM0055,8E+12,1,100,24,64,32309,100,15,100,0,53,47,78,64049752,200,0,100,69817172016,100,2.42E+11
2021-06-19,177QT3DQT,TOSHIBA MQ01ABF050M,5.00108E+11,1,100,0,14,34618,100,10,,,,,,,200,0,,,,
2021-06-06,PL2331LAHA7TNJ,HGST HMS5C4040BLE640,4.00079E+12,1,100,0,95,38361,100,13,,,,,,,200,0,,,,
2021-06-12,ZHZ6361T,ST12000NM0008,1.20001E+13,1,100,408,88,11303,100,2,36,64,62,38,1,201760964,200,0,100,58135818984,100,1.64723E+11
2021-06-09,ZL2300QV,ST16000NM001G,1.60009E+13,1,100,0,100,612,100,2,100,0,73,27,,,200,0,100,1077046832,100,2006979396
2021-04-01,S301NGZV,ST4000DM000,4.00079E+12,0,100,0,46,47529,100,15,100,0,71,29,,,200,0,100,61383956288,100,8.91777E+11
2021-04-20,ZHZ26ZE7,ST12000NM0008,1.2E+13,1,100,408,85,13411,100,24,92,8,71,29,1,191153400,200,0,100,68719469800,100,1.91E+11
2021-04-01,PL1331LAHBSG3H,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,95,36104,100,9,,,,,,,200,0,,,,
2021-04-01,3060A002F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,86,5750,100,3,,,,,,,200,0,,,,
2021-04-01,Z304KR3B,ST4000DM000,4.00079E+12,0,100,0,46,47540,100,10,100,0,77,23,,,200,0,100,60410610144,100,2.66464E+11
2021-04-01,PL2331LAHDAW8J,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,95,36604,100,10,,,,,,,200,0,,,,
2021-06-06,Z304JL33,ST4000DM000,4.00079E+12,1,100,8,44,49661,100,17,79,21,78,22,,,200,0,100,61464831072,100,3.61161E+11
2021-04-01,AAG6Y3JH,HGST HUH721212ALN604,1.20001E+13,0,100,0,98,17818,100,1,,,,,,,200,0,,,,
2021-04-01,8DJ0SB7H,HGST HUH721212ALE604,1.20001E+13,0,100,0,100,3380,100,2,,,,,,,200,0,,,,
2021-04-01,S301PRTA,ST4000DM000,4.00079E+12,0,100,0,47,46845,100,10,100,0,81,19,,,200,0,100,44159261256,100,3.25821E+11
2021-06-05,Z302SW05,ST4000DM000,4.00079E+12,1,89,14176,43,49991,100,16,1,234,76,24,,,200,0,100,66570545152,100,7.8168E+11
2021-04-30,ZJV4EXPB,ST12000NM0007,1.2E+13,1,100,640,84,14133,100,6,100,0,67,33,74,26656072,200,0,100,69794328808,100,2.11E+11
2021-04-01,40X0A0PDF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,86,5752,100,2,,,,,,,200,0,,,,
2021-04-01,PL2331LAH8U4VJ,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,95,36107,100,10,,,,,,,200,0,,,,
2021-04-01,2AGMPG7Y,HGST HUH721212ALN604,1.20001E+13,0,100,0,98,14400,100,3,,,,,,,200,0,,,,
2021-04-15,Z304JHH7,ST4000DM000,4E+12,1,100,0,45,48440,100,13,100,0,79,21,,,200,0,100,60059199944,100,3.5E+11
2021-04-08,S2ZYJ9FG405054,ST500LM012 HN,5E+11,1,252,0,100,33852,100,15,,,,,100,0,200,0,,,,
2021-06-11,Y0E0A07DF97G,TOSHIBA MG07ACA14TA,1.40005E+13,1,100,0,91,3702,100,3,,,,,,,200,0,,,,
2021-04-19,20W0A0RGF97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,92,3259,100,3,,,,,,,200,0,,,,
2021-04-23,ZCH0AJ6D,ST12000NM0007,1.2E+13,1,100,144,68,28747,100,18,100,0,68,32,71,13416064,200,0,100,63377386608,100,2.96E+11
2021-04-08,PL1331LAHD1GBH,HGST HMS5C4040BLE640,4E+12,1,100,0,94,42218,100,8,,,,,,,200,0,,,,
2021-04-01,ZL004L1L,ST12000NM0008,1.20001E+13,0,100,0,92,7025,100,2,100,0,77,23,1,111490608,200,0,100,23552377552,100,92528958551
2021-04-25,11J0A0CFF97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,97,1370,100,1,,,,,,,200,0,,,,
2021-04-22,ZHZ4ESPM,ST12000NM0008,1.2E+13,1,100,3848,86,13041,100,3,53,47,62,38,3,224369192,200,0,100,68161034960,100,1.44E+11
2021-04-01,1080A0BJF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,82,7271,100,2,,,,,,,200,0,,,,
2021-04-01,ZA13R7FV,ST8000DM002,8.00156E+12,0,100,0,56,38769,100,5,100,0,68,32,1,81473600,200,0,100,81416489000,100,3.06138E+11
2021-04-01,AAG5YLKH,HGST HUH721212ALN604,1.20001E+13,0,100,0,98,18478,100,5,,,,,,,200,0,,,,
2021-04-01,ZJV01XXD,ST12000NM0007,1.20001E+13,0,100,0,69,27527,100,6,100,0,68,32,69,7138976,200,0,100,66919723792,100,2.04572E+11
2021-05-14,Z305D6P8,ST4000DM000,4.00079E+12,1,100,0,48,46365,100,14,89,11,70,30,,,200,0,100,59027391352,100,2.96469E+11
2021-04-01,ZLW0GQ8H,ST12000NM001G,1.20001E+13,0,100,0,93,6910,100,3,100,0,69,31,,,200,5,100,53543576432,100,91809984353
2021-06-23,Z305DFTG,ST4000DM000,4.00079E+12,1,100,16,46,47307,100,7,3,97,67,33,,,200,0,100,59528523384,100,3.0328E+11
2021-04-27,Z305ASVA,ST4000DM000,4E+12,1,100,0,47,47164,100,8,100,0,78,22,,,200,0,100,58887568704,100,2.86E+11
2021-04-28,Z302SZC4,ST4000DM000,4E+12,1,100,0,44,49365,100,23,99,1,71,29,,,200,0,100,65135323024,100,2.99E+11
2021-04-21,ZLW0GQTG,ST12000NM001G,1.2E+13,1,100,0,98,1962,100,3,100,0,73,27,,,200,0,100,23461591800,100,49240674531
2021-04-01,ZA1818AL,ST8000NM0055,8.00156E+12,0,100,0,63,32623,100,10,100,0,62,38,79,88621992,200,0,100,69295225176,100,2.64101E+11
2021-06-15,PL1331LAGSLXYH,HGST HMS5C4040ALE640,4.00079E+12,1,100,0,95,40078,100,7,,,,,,,200,0,,,,
2021-04-01,PL2331LAH0WNGJ,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,94,43800,100,7,,,,,,,200,0,,,,
2021-04-01,2AGM9R5Y,HGST HUH721212ALN604,1.20001E+13,0,100,0,98,16516,100,4,,,,,,,200,0,,,,
2021-04-01,ZCH0AJ32,ST12000NM0007,1.20001E+13,0,100,0,68,28228,100,16,100,0,74,26,81,128240408,200,0,100,63523773064,100,2.87679E+11
2021-04-19,11J0A0PDF97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,100,162,100,2,,,,,,,200,0,,,,
2021-04-15,ZHZ3RMZK,ST14000NM0138,1.4E+13,1,100,128,97,2845,100,24,98,2,66,34,2,185524872,200,0,100,36281171205,100,34462189262
2021-06-18,ZA13Y5VS,ST8000DM002,8.00156E+12,1,100,1801,56,38661,100,8,1,116,68,32,15,153178248,200,0,100,81508776816,100,2.79793E+11
2021-04-04,ZCH0BAMJ,ST12000NM0007,1.2E+13,1,74,13312,68,28079,100,10,1,364,67,33,81,129849072,200,0,100,63544090992,100,2.4E+11
2021-05-16,ZHZ4GAXL,ST14000NM0138,1.40005E+13,1,100,0,96,3590,100,17,78,22,79,21,2,137079040,200,0,100,42515360195,100,62115169753
2021-04-30,ZA1818BG,ST8000NM0055,8E+12,1,94,26432,63,32626,100,16,73,27,56,44,79,85190066,200,0,100,69929314936,100,2.74E+11
2021-06-14,ZHZ50QXD,ST12000NM0008,1.20001E+13,1,96,6592,86,12979,100,10,93,7,59,41,1,127472864,200,0,100,61383321248,100,1.66772E+11
2021-04-01,ZJV036WP,ST12000NM0007,1.20001E+13,0,100,0,72,25389,100,11,100,0,69,31,83,187998736,200,0,100,54330621400,100,2.14412E+11
2021-04-01,78C0A03HF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,46,21874,100,8,,,,,,,200,0,,,,
2021-04-01,ZA108SHY,ST8000DM002,8.00156E+12,0,100,16,56,38763,100,4,100,0,74,26,1,71465416,200,0,100,82575657656,100,2.57092E+11
2021-04-08,2AGMMVRY,HGST HUH721212ALN604,1.2E+13,1,100,0,98,16685,100,2,,,,,,,200,0,,,,
2021-06-08,Z305D4RG,ST4000DM000,4.00079E+12,1,100,0,47,46691,100,8,87,13,66,34,,,200,0,100,57501592408,100,3.20248E+11
2021-06-25,Z30404S0,ST4000DM000,4.00079E+12,1,100,0,45,48759,100,14,100,0,73,27,,,200,0,100,44182084992,100,3.25466E+11
2021-06-08,ZA180ZD1,ST8000NM0055,8.00156E+12,1,96,19296,62,33738,100,14,65,35,64,36,77,46272880,200,0,100,70454305264,100,3.05021E+11
2021-04-16,ZL23XB1P,ST16000NM001G,1.6E+13,1,100,0,100,872,100,2,70,30,70,30,,,200,0,100,10681294712,100,9482516892
2021-04-01,ZLW0GJWG,ST12000NM001G,1.20001E+13,0,100,0,93,6933,100,1,100,0,70,30,,,200,0,100,54057220360,100,90497940998
2021-06-21,X1G911PL,WDC WUH721414ALE6L4,1.40005E+13,1,85,2973,100,4515,100,2,,,,,,,100,0,,,,
2021-04-01,ZLW18E4G,ST14000NM001G,1.40005E+13,0,100,0,97,3330,100,2,100,0,67,33,,,200,0,100,40991040160,100,63566176308
2021-04-01,Y0D0A0DMF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,96,1968,100,1,,,,,,,200,11,,,,
2021-04-01,ZL0051Q8,ST12000NM0008,1.20001E+13,0,100,0,95,4837,100,3,100,0,73,27,3,122793744,200,0,100,23514426312,100,63525820673
2021-04-01,ZHZ3FGJG,ST14000NM0138,1.40005E+13,0,100,0,97,3223,100,23,100,0,67,33,4,4534248,200,0,100,36523006885,100,33306833063
2021-04-01,Z304KCKP,ST4000DM000,4.00079E+12,0,100,0,46,48071,100,14,100,0,79,21,,,200,0,100,61616401672,100,3.42136E+11
2021-04-01,ZA153SD5,ST8000NM0055,8.00156E+12,0,100,0,63,33242,100,13,100,0,70,30,1,47379576,200,0,100,70872125848,100,2.77577E+11
2021-04-28,Z305K1QH,ST4000DM000,4E+12,1,100,0,49,45335,100,19,100,0,72,28,,,200,0,100,52582626832,100,3.15E+11
2021-04-01,ZLW0DHFH,ST12000NM001G,1.20001E+13,0,100,0,92,7660,100,2,100,0,58,42,,,200,0,100,54992320432,100,1.09678E+11
2021-05-04,8HK0PBEH,HGST HUH721212ALN604,1.20001E+13,1,100,0,97,21745,100,21,,,,,,,200,0,,,,
2021-04-01,X0GEMBBC,WDC WUH721414ALE6L4,1.40005E+13,0,100,0,100,2702,100,1,,,,,,,100,0,,,,
2021-04-12,S300ZBW0,ST4000DM000,4E+12,1,100,0,51,43606,100,10,100,0,79,21,,,200,0,100,48980145272,100,2.88E+11
2021-04-01,PL1331LAHD2UAH,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,94,42219,100,3,,,,,,,200,0,,,,
2021-06-21,ZCH0AB5L,ST12000NM0007,1.20001E+13,1,1,0,66,29929,100,12,1,834,76,24,79,73486448,200,0,100,60049412976,100,2.7938E+11
2021-04-01,ZLW0GHRP,ST12000NM001G,1.20001E+13,0,100,0,92,7230,100,4,100,0,78,22,,,200,0,100,53369356936,100,91763542698
2021-04-14,1180A053F97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,98,1100,100,1,,,,,,,200,0,,,,
2021-04-09,ZHZ5GPWY,ST12000NM0008,1.2E+13,1,100,2408,94,5956,100,2,88,12,78,22,2,30459368,200,0,100,23518375176,100,81740096222
2021-04-01,ZHZ2H75B,ST14000NM0138,1.40005E+13,0,100,0,98,2515,100,20,100,0,72,28,3,162080416,200,0,100,32331013413,100,29355668693
2021-04-01,Z305DJ0Y,ST4000DM000,4.00079E+12,0,100,0,49,45067,100,11,100,0,73,27,,,200,0,100,54671154000,100,2.88011E+11
2021-04-01,ZCH0AJ33,ST12000NM0007,1.20001E+13,0,100,1032,70,26898,100,17,100,0,76,24,76,40054152,200,0,100,55247183896,100,2.88543E+11
2021-04-01,AAG63X5H,HGST HUH721212ALN604,1.20001E+13,0,100,0,98,19996,100,2,,,,,,,200,0,,,,
2021-04-01,PL2331LAHDWTVJ,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,96,31395,100,9,,,,,,,200,0,,,,
2021-04-01,Z305FZ1L,ST4000DM000,4.00079E+12,0,100,0,49,44886,100,10,100,0,67,33,,,200,0,100,56641339528,100,3.44472E+11
2021-04-26,Y8S0A03EF97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,68,12827,100,5,,,,,,,200,0,,,,
2021-04-01,X0GDK3RC,WDC WUH721414ALE6L4,1.40005E+13,0,100,0,100,4012,100,3,,,,,,,100,0,,,,
2021-04-01,70E0A12AF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,89,4438,100,2,,,,,,,200,0,,,,
2021-04-01,70J0A016F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,96,1973,100,3,,,,,,,200,14,,,,
2021-04-01,3070A14BF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,97,1397,100,2,,,,,,,200,0,,,,
2021-04-01,Z305K1YA,ST4000DM000,4.00079E+12,0,100,0,49,44714,100,8,100,0,77,23,,,200,0,100,53052385536,100,4.70291E+11
2021-04-01,ZL23XZSV,ST16000NM001G,1.60009E+13,0,100,0,100,519,100,2,100,0,67,33,,,200,0,100,3810397160,100,2582318010
2021-04-01,3070A05TF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,158,100,3,,,,,,,200,0,,,,
2021-04-01,ZLW0GQ1A,ST12000NM001G,1.20001E+13,0,100,0,93,6935,100,1,100,0,74,26,,,200,0,100,54286134416,100,96186481502
2021-04-01,ZLW0GJW0,ST12000NM001G,1.20001E+13,0,100,0,100,676,100,3,100,0,73,27,,,200,0,100,23445803816,100,13724284789
2021-06-15,ZA16DTKM,ST8000NM0055,8.00156E+12,1,100,1809,58,37122,100,5,84,16,66,34,69,8889616,200,0,100,76184412192,100,2.8554E+11
2021-04-15,PL2331LAHB8B2J,HGST HMS5C4040BLE640,4E+12,1,100,0,95,38012,100,12,,,,,,,200,0,,,,
2021-04-01,S301GPM6,ST4000DM000,4.00079E+12,0,100,0,45,48434,100,18,100,0,74,26,,,200,0,100,66436732960,100,2.93319E+11
2021-05-05,70X0A035F97G,TOSHIBA MG07ACA14TA,1.40005E+13,1,100,0,94,2473,100,1,,,,,,,200,0,,,,
2021-04-06,10B0A0P9F97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,76,9648,100,2,,,,,,,200,0,,,,
2021-04-16,ZL22YRGM,ST16000NM001G,1.6E+13,1,100,0,98,1923,100,2,100,0,71,29,,,200,0,100,43296328112,100,11427024205
2021-04-01,ZA172C44,ST8000NM0055,8.00156E+12,0,100,0,63,32733,100,6,100,0,65,35,83,183380264,200,0,100,68415460936,100,2.94706E+11
2021-04-01,8HH0TH1H,HGST HUH721212ALE604,1.20001E+13,0,100,0,100,5357,100,2,,,,,,,200,0,,,,
2021-04-01,ZHZ66A1Z,ST12000NM0008,1.20001E+13,0,100,0,91,8604,100,1,100,0,78,22,1,63826664,200,0,100,55924321360,100,1.05761E+11
2021-04-01,ZA189JS0,ST8000NM0055,8.00156E+12,0,100,32,64,31627,100,7,100,0,70,30,100,505000,200,0,100,68991033712,100,2.35876E+11
2021-04-20,ZHZ4Y2NP,ST12000NM0008,1.2E+13,1,99,936,87,11717,100,4,100,0,64,36,2,3075336,200,0,100,58352455056,100,2.05E+11
2021-04-26,ZLW0X7RQ,ST12000NM001G,1.2E+13,1,100,0,94,5814,100,3,100,0,72,28,,,200,0,100,23532038536,100,77541871991
2021-04-20,40X0A140F97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,87,5350,100,4,,,,,,,200,0,,,,
2021-04-01,ZLW0TZEQ,ST12000NM001G,1.20001E+13,0,100,0,100,340,100,2,100,0,76,24,,,200,0,100,23441022208,100,11723007117
2021-05-26,4589K0VJFMYB,TOSHIBA MD04ABA400V,4.00079E+12,1,100,0,1,52835,100,12,,,,,,,200,0,,,,
2021-06-26,ZA18190Z,ST8000NM0055,8.00156E+12,1,100,48,62,34001,100,17,100,0,62,38,82,153185096,200,0,100,71764009576,100,2.56933E+11
2021-06-26,S301GM27,ST4000DM000,4.00079E+12,1,100,16,44,49604,100,14,12,88,77,23,,,200,0,100,63606047776,100,2.86844E+11
2021-04-01,ZLW0VCX9,ST12000NM001G,1.20001E+13,0,100,0,97,2708,100,3,100,0,72,28,,,200,0,100,23477117008,100,42401970845
2021-04-01,ZL005DN9,ST12000NM0008,1.20001E+13,0,100,0,92,7562,100,4,100,0,78,22,4,238131752,200,0,100,23547752176,100,83139143271
2021-04-01,ZHZ4VPX1,ST12000NM0008,1.20001E+13,0,100,0,88,11135,100,4,100,0,70,30,1,222897048,200,0,100,59473930752,100,1.38259E+11
2021-04-01,PL1331LAGA6DEH,HGST HMS5C4040ALE640,4.00079E+12,0,100,0,95,36119,100,15,,,,,,,200,0,,,,
2021-04-01,ZA189JAL,ST8000NM0055,8.00156E+12,0,100,0,65,31336,100,41,100,0,64,36,76,42010152,200,0,100,68292902248,100,2.70775E+11
2021-04-01,ZHZ4FDX0,ST14000NM0138,1.40005E+13,0,100,0,98,2560,100,39,100,0,70,30,2,226274512,200,0,100,31488564771,100,28797418354
2021-04-01,ZA174KF2,ST8000NM0055,8.00156E+12,0,100,0,63,32738,100,8,100,0,61,39,82,176017656,200,0,100,67381364080,100,2.98841E+11
2021-04-01,ZA1608EP,ST8000NM0055,8.00156E+12,0,100,0,60,35591,100,40,100,0,67,33,70,9950000,200,0,100,75266499432,100,2.88904E+11
2021-04-01,S2ZYJ9KFC03620,ST500LM012 HN,5.00108E+11,0,252,0,100,37397,100,12,,,,,100,0,200,0,,,,
2021-04-01,S300YQSH,ST4000DM000,4.00079E+12,0,100,0,43,50546,100,4,100,0,74,26,,,200,0,100,68701447064,100,2.91366E+11
2021-04-01,ZL005DNB,ST12000NM0008,1.20001E+13,0,100,0,97,2850,100,2,100,0,79,21,1,110104168,200,0,100,23477225936,100,52320143106
2021-06-23,17OYTGL1T,TOSHIBA MQ01ABF050,5.00108E+11,1,100,0,23,30900,100,17,,,,,,,200,0,,,,
2021-06-02,ZHZ2TEAY,ST14000NM0138,1.40005E+13,1,100,32,96,3996,100,33,88,12,68,32,2,175664450,200,0,100,47099270963,100,44874149097
2021-06-02,ZHZ3C62J,ST14000NM0138,1.40005E+13,1,100,0,95,4827,100,17,63,37,67,33,1,116668872,200,0,100,47548626987,100,59258749495
2021-06-19,ZCH02ZTL,ST12000NM0007,1.20001E+13,1,47,13776,67,29422,100,11,1,341,75,25,82,153827968,200,0,100,67330801664,100,2.54356E+11
2021-06-19,ZHZ39Q4S,ST14000NM0138,1.40005E+13,1,100,1352,96,4307,100,16,1,7901,74,26,1,217755448,200,0,100,51653379091,100,73809688708
2021-04-21,176FT02KT,TOSHIBA MQ01ABF050M,5E+11,1,100,0,16,33714,100,8,,,,,,,200,0,,,,
2021-04-06,88R0A07XF97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,75,10320,100,1,,,,,,,200,0,,,,
2021-04-01,QBH525DT,WDC WUH721414ALE6L4,1.40005E+13,0,100,0,100,1167,100,2,,,,,,,100,0,,,,
2021-04-01,ZLW18MPE,ST14000NM001G,1.40005E+13,0,100,0,97,3326,100,2,100,0,68,32,,,200,0,100,41231878632,100,63206795330
2021-04-01,ZJV048W1,ST12000NM0007,1.2E+13,1,94,24272,71,26090,100,7,1,432,74,26,84,243733688,200,0,100,56804651096,100,2.69E+11
2021-06-22,1090A02QF9RG,TOSHIBA MG07ACA14TEY,1.40005E+13,1,96,3240,88,5031,100,32,,,,,,,200,0,100,50261284518,100,53473249332
2021-04-01,40X0A017F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,88,4893,100,6,,,,,,,200,0,,,,
2021-04-01,57HDTBTTT,TOSHIBA MQ01ABF050,5.00108E+11,0,100,0,32,27555,100,17,,,,,,,200,0,,,,
2021-04-01,ZLW0GQTD,ST12000NM001G,1.20001E+13,0,100,0,100,337,100,2,100,0,78,22,,,200,0,100,23440054144,100,1882207251
2021-06-16,ZHZ4X6JB,ST12000NM0008,1.20001E+13,1,100,80,86,12728,100,6,1,1586,69,31,1,103988528,200,0,100,62813349616,100,1.18199E+11
2021-04-01,ZA142S4M,ST8000DM002,8.00156E+12,0,100,0,56,38772,100,3,100,0,69,31,1,73859160,200,0,100,83371173352,100,2.80695E+11
2021-06-07,ZHZ43828,ST12000NM0008,1.20001E+13,1,99,5536,88,10612,100,2,54,46,67,33,2,217876224,200,0,100,62842268328,100,1.50511E+11
2021-04-01,20H0A0XGF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,88,4983,100,4,,,,,,,200,0,,,,
2021-04-22,ZCH0CEVW,ST12000NM0007,1.2E+13,1,72,45280,68,28725,100,22,1,453,77,23,83,191954248,200,0,100,65425644832,100,2.97E+11
2021-06-26,ZLW17ENT,ST14000NM001G,1.40005E+13,1,100,4720,93,6721,100,3,68,32,70,30,,,200,0,100,59138912048,100,1.2125E+11
2021-04-01,70E0A11KF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,87,5276,100,32,,,,,,,200,0,,,,
2021-06-12,Z304LAFL,ST4000DM000,4.00079E+12,1,100,0,45,48792,100,10,1,167,78,22,,,200,0,100,58137074600,100,3.532E+11
2021-04-29,ZA11PM6N,ST8000DM002,8E+12,1,94,26016,53,41814,100,18,1,118,65,35,17,163476554,200,0,100,91080758592,100,2.74E+11
2021-04-01,ZCH0782D,ST12000NM0007,1.20001E+13,0,100,0,66,30332,100,9,100,0,73,27,80,104451208,200,0,100,72825594872,100,2.64926E+11
2021-06-17,57HBWEEHT,TOSHIBA MQ01ABF050,5.00108E+11,1,100,1336,24,30755,100,19,,,,,,,200,0,,,,
2021-04-01,8HKJ6X7H,HGST HUH721212ALN604,1.20001E+13,0,100,0,98,20915,100,2,,,,,,,200,0,,,,
2021-04-01,2AGMR3AY,HGST HUH721212ALN604,1.20001E+13,0,100,0,98,14403,100,3,,,,,,,200,0,,,,
2021-04-01,Z30519JR,ST4000DM000,4.00079E+12,0,100,0,49,45068,100,10,100,0,72,28,,,200,0,100,56115427896,100,2.89908E+11
2021-04-28,Z302SX0A,ST4000DM000,4E+12,1,100,0,44,49536,100,15,100,0,74,26,,,200,0,100,65311035664,100,2.85E+11
2021-04-01,8CH13DDE,HGST HUH721212ALN604,1.20001E+13,0,100,0,98,17111,100,2,,,,,,,200,0,,,,
2021-04-01,8HH4HN6Y,HGST HUH721212ALE604,1.20001E+13,0,100,0,100,1131,100,3,,,,,,,200,0,,,,
2021-04-01,ZA12Q5T0,ST8000DM002,8.00156E+12,0,100,0,54,40916,100,6,100,0,73,27,1,44237160,200,0,100,78320468352,100,3.42313E+11
2021-04-01,PL2331LAH3BHZJ,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,95,36482,100,19,,,,,,,200,0,,,,
2021-06-06,ZHZ62349,ST12000NM0008,1.20001E+13,1,100,0,89,10171,100,1,100,0,73,27,1,158568568,200,0,100,59258373128,100,1.15461E+11
2021-04-01,ZHZ3SXY1,ST12000NM0008,1.20001E+13,0,100,0,86,12529,100,4,100,0,66,34,1,205678264,200,0,100,66789416568,100,1.39471E+11
2021-04-01,2AGNR7HY,HGST HUH721212ALN604,1.20001E+13,0,100,0,98,16507,100,2,,,,,,,200,0,,,,
2021-04-22,ZA189K4J,ST8000NM0055,8E+12,1,100,16,64,31846,100,94,100,0,63,37,77,53305040,200,0,100,70319448072,100,2.65E+11
2021-06-25,PL1331LAHEM4BH,HGST HMS5C4040ALE640,4.00079E+12,1,100,8,95,37504,100,7,,,,,,,200,0,,,,
2021-04-01,ZHZ4WH0M,ST12000NM0008,1.20001E+13,0,100,0,88,11133,100,8,100,0,71,29,2,118471272,200,0,100,59831405960,100,1.40483E+11
2021-04-01,PL1331LAHD1B7H,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,95,36791,100,13,,,,,,,200,0,,,,
2021-04-01,ZDEB00PF,ST500LM030,5.00108E+11,0,100,0,79,18442,100,21,100,0,71,29,,,200,0,100,57700195120,100,24673800747
2021-04-01,ZL00522F,ST12000NM0008,1.20001E+13,0,100,0,91,8376,100,2,100,0,71,29,2,212659800,200,0,100,59172310936,100,1.13892E+11
2021-04-01,2AGEMTRY,HGST HUH721212ALN604,1.20001E+13,0,100,0,98,16277,100,3,,,,,,,200,0,,,,
2021-04-04,ZA14XXZY,ST8000NM0055,8E+12,1,100,32,62,33410,100,14,100,0,69,31,1,239899920,200,0,100,71469499832,100,2.73E+11
2021-04-01,9MG6GU0J,WDC WUH721414ALE6L4,1.40005E+13,0,100,0,100,1149,100,1,,,,,,,100,0,,,,
2021-04-01,20J0A01GF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,86,5720,100,7,,,,,,,200,0,,,,
2021-04-01,ZL240MN4,ST12000NM001G,1.20001E+13,0,100,0,93,6586,100,1,100,0,64,36,,,200,0,100,48864018904,100,89609411920
2021-04-01,1060A005F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,91,3653,100,3,,,,,,,200,0,,,,
2021-04-01,ZHZ3RP8X,ST12000NM0008,1.20001E+13,0,100,0,86,12956,100,1,100,0,69,31,1,127549792,200,0,100,67359489416,100,2.06206E+11
